"report-def-0-rfile"
"Iteration" "report-def-0"
("Iteration" "report-def-0" "report-def-0(instantaneous values)")
561 -0.8782104837006705 -0.8782166253100985
562 -0.8782154592638952 -0.8782208168418315
563 -0.8782220648643748 -0.8782287524411904
564 -0.8782274035128137 -0.8782326412554149
565 -0.8782337556796694 -0.8782398733423984
566 -0.878238492689747 -0.8782429634714228
567 -0.8782436295466912 -0.8782480518262475
568 -0.8782470735005988 -0.8782502052041211
569 -0.8782507349722635 -0.8782539478864168
570 -0.87825284852505 -0.8782543924846071
571 -0.8782549632969888 -0.8782565495199373
572 -0.8782553714859018 -0.8782551724531559
573 -0.8782558763122074 -0.8782559069635237
574 -0.8782547197703104 -0.8782530798942462
575 -0.8782540534104765 -0.8782531733736542
576 -0.8782517202823358 -0.8782489075791016
577 -0.8782499930160027 -0.8782478980952472
578 -0.8782465838602341 -0.8782429459063481
579 -0.8782441780327828 -0.8782416900967472
580 -0.8782405068176603 -0.8782368844498796
581 -0.8782382403672391 -0.8782361465550842
582 -0.8782350544209897 -0.8782321322579992
583 -0.8782335651549577 -0.8782324166517835
584 -0.8782313781411554 -0.8782295855136777
585 -0.8782310796941171 -0.8782312369168844
586 -0.8782302061613355 -0.8782297960534386
587 -0.8782313068955602 -0.8782328877163517
588 -0.8782318351047173 -0.8782328215443552
589 -0.8782343088905131 -0.8782372174108262
590 -0.8782361161272396 -0.878238309426531
591 -0.8782397167548237 -0.8782436234271077
592 -0.8782424426998708 -0.8782453952459675
593 -0.8782466937941654 -0.8782510627094148
594 -0.8782498051071048 -0.8782529573659259
595 -0.8782541691935769 -0.8782584875053837
596 -0.87825716079135 -0.8782600375027338
597 -0.8782611828837755 -0.8782650236432026
598 -0.8782636374622953 -0.8782658512409428
599 -0.878266952656081 -0.8782699830840909
600 -0.8782684037718838 -0.8782693769906114
601 -0.8782704698028675 -0.8782720493338945
602 -0.8782708189959525 -0.8782710306633461
603 -0.8782718702525401 -0.8782725307603743
604 -0.8782712695418949 -0.8782702472019588
605 -0.8782711417321257 -0.8782706472340382
606 -0.8782694380164532 -0.8782674196133566
607 -0.8782682394750475 -0.8782666515777415
608 -0.8782655800651537 -0.8782626690043568
609 -0.8782637979312726 -0.8782620732117136
610 -0.8782607193781456 -0.8782574159183607
611 -0.8782586714900337 -0.8782565253400209
612 -0.8782553000858893 -0.8782519589992802
613 -0.8782533253423686 -0.8782514916877986
614 -0.8782503225671384 -0.8782475170143303
615 -0.878248938742998 -0.8782478075268589
616 -0.8782466685840111 -0.878244681210838
617 -0.878246124304654 -0.8782458841762593
618 -0.8782448999197886 -0.8782441343722626
619 -0.8782453894091872 -0.8782461496790337
620 -0.8782449112645491 -0.8782444497423448
621 -0.8782460000908791 -0.8782474008512524
622 -0.8782463369414657 -0.8782471602307937
623 -0.8782483480608866 -0.8782504831006074
624 -0.8782493981095403 -0.8782505509972132
625 -0.8782515281767566 -0.8782535504324422
626 -0.8782524184703276 -0.8782531539813212
627 -0.8782543473943414 -0.8782563377692542
628 -0.8782549878824802 -0.8782554718968588
629 -0.8782566151027126 -0.8782580356420185
630 -0.8782566321921731 -0.8782563890376357
631 -0.8782574873269825 -0.8782580373012872
632 -0.8782565817886745 -0.8782553190270942
633 -0.8782564059324997 -0.8782558614691115
